cnt_answer,gmv,sum_online_time,cnt_call,sum_online_time_lag,cnt_call_lag,cnt_finish,date,time
1.851949235,1.829224589,1.777926358,1.600452233,2.061710113,1.707985354,1.868545461,6,45
1.47260111,1.322842362,1.492398666,1.431836093,1.777926358,1.600452233,1.411508916,6,46
1.129483515,1.102167098,1.306043951,1.216698218,1.492398666,1.431836093,1.044193666,6,47
0.81624357,0.920438977,1.191662317,0.984218281,1.306043951,1.216698218,0.743147803,6,48
0.475194301,0.672952671,0.93484312,0.54327973,1.191662317,0.984218281,0.449614364,7,1
0.420459112,0.544242719,0.802558851,0.464525662,0.93484312,0.54327973,0.409404775,7,2
0.365068004,0.476693797,0.666294299,0.386162671,0.802558851,0.464525662,0.369039695,7,3
0.327916669,0.414488317,0.558992636,0.315125769,0.666294299,0.386162671,0.319682229,7,4
0.308078517,0.35982939,0.485488174,0.254854637,0.558992636,0.315125769,0.282581108,7,5
0.288270168,0.288746439,0.422407093,0.207428298,0.485488174,0.254854637,0.241832436,7,6
0.272326891,0.235373482,0.365374215,0.173409662,0.422407093,0.207428298,0.210109236,7,7
0.249001978,0.249277466,0.318633492,0.149617811,0.365374215,0.173409662,0.196474037,7,8
0.21629006,0.292516395,0.301135475,0.134596122,0.318633492,0.149617811,0.187533357,7,9
